Run,Alias,AssayType,BioProject,BioSample,CenterName,Collection_Date,Consent,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,AvgSpotLen,Bases,Bytes
ERR2017764,ZSL430,WGS,PRJEB21528,SAMEA104142423,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077346,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001212-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142423,ERS1801441,Illumina,ERS1801441,ERP023788,ZSL430,"fastq,sra","s3,ena,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",197,6754598414,5011103661
ERR2017765,ZSL431,WGS,PRJEB21528,SAMEA104142475,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077347,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:13Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001260-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142475,ERS1801493,Illumina,ERS1801493,ERP023788,ZSL431,"sra,fastq","ncbi,ena,s3,gs","ncbi.public,s3.us-east-1,gs.US,ena",195,5551089472,4404001477
ERR2017766,ZSL432,WGS,PRJEB21528,SAMEA104142476,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077348,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:13Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001261-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142476,ERS1801494,Illumina,ERS1801494,ERP023788,ZSL432,"fastq,sra","gs,ena,s3,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",194,5893903128,4686867528
ERR2017767,ZSL433,WGS,PRJEB21528,SAMEA104142424,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077349,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001213-22,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142424,ERS1801442,Illumina,ERS1801442,ERP023788,ZSL433,"sra,fastq","ena,gs,ncbi,s3","ncbi.public,ena,s3.us-east-1,gs.US",197,5580769072,4141943216
ERR2017768,ZSL435,WGS,PRJEB21528,SAMEA104142425,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077350,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001214-23,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142425,ERS1801443,Illumina,ERS1801443,ERP023788,ZSL435,"fastq,sra","ncbi,ena,gs,s3","ena,ncbi.public,gs.US,s3.us-east-1",196,5751791674,4319925420
ERR2017769,ZSL436,WGS,PRJEB21528,SAMEA104142426,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077351,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001215-24,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142426,ERS1801444,Illumina,ERS1801444,ERP023788,ZSL436,"fastq,sra","gs,s3,ena,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",196,6112680228,4596505000
ERR2017771,ZSL439,WGS,PRJEB21528,SAMEA104142428,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077353,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001217-26,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142428,ERS1801446,Illumina,ERS1801446,ERP023788,ZSL439,"fastq,sra","s3,ena,ncbi,gs","gs.US,s3.us-east-1,ncbi.public,ena",197,5062436714,3774953011
ERR2017772,ZSL444,WGS,PRJEB21528,SAMEA104142473,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077354,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:13Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001218-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142473,ERS1801491,Illumina,ERS1801491,ERP023788,ZSL444,"fastq,sra","ena,s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",194,4079473584,3266099591
ERR2017805,ZSL525,WGS,PRJEB21528,SAMEA104142467,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077387,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:13Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001263-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142467,ERS1801485,Illumina,ERS1801485,ERP023788,ZSL525,"sra,fastq","gs,ncbi,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",195,4448229920,3501571410
ERR2017806,ZSL527,WGS,PRJEB21528,SAMEA104142468,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077388,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:13Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001264-107,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142468,ERS1801486,Illumina,ERS1801486,ERP023788,ZSL527,"sra,fastq","gs,s3,ncbi,ena","ena,ncbi.public,gs.US,s3.us-east-1",195,4745773570,3730804255
ERR2017807,ZSL529,WGS,PRJEB21528,SAMEA104142469,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077389,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:13Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001265-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142469,ERS1801487,Illumina,ERS1801487,ERP023788,ZSL529,"fastq,sra","s3,ena,ncbi,gs","ena,ncbi.public,s3.us-east-1,gs.US",195,6078658052,4749942990
ERR2017808,ZSL530,WGS,PRJEB21528,SAMEA104142470,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077390,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:13Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001266-13,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142470,ERS1801488,Illumina,ERS1801488,ERP023788,ZSL530,"fastq,sra","ncbi,s3,ena,gs","ena,ncbi.public,gs.US,s3.us-east-1",195,5451137514,4262110116
ERR2017809,ZSL532,WGS,PRJEB21528,SAMEA104142471,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077391,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:13Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001267-14,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142471,ERS1801489,Illumina,ERS1801489,ERP023788,ZSL532,"fastq,sra","gs,ncbi,ena,s3","ncbi.public,gs.US,s3.us-east-1,ena",194,5091476582,4012182886
ERR2017810,ZSL_56,WGS,PRJEB21528,SAMEA104142312,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077392,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI007558-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142312,ERS1801330,Illumina,ERS1801330,ERP023788,ZSL_56,"fastq,sra","ncbi,ena,gs,s3","ncbi.public,ena,gs.US,s3.us-east-1",195,5922155746,4567683737
ERR2017815,ZSL_96,WGS,PRJEB21528,SAMEA104142324,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077397,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI007531-25,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142324,ERS1801342,Illumina,ERS1801342,ERP023788,ZSL_96,"sra,fastq","gs,ncbi,ena,s3","ena,gs.US,ncbi.public,s3.us-east-1",194,5644324255,4635663278
ERR2017507,N1296,WGS,PRJEB21528,SAMEA104142401,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077089,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001190-79,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142401,ERS1801419,Illumina,ERS1801419,ERP023788,N1296,"sra,fastq","ncbi,ena,gs,s3","gs.US,ena,ncbi.public,s3.us-east-1",197,6097191744,4494146381
ERR2017514,N1302,WGS,PRJEB21528,SAMEA104142407,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077096,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001196-89,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142407,ERS1801425,Illumina,ERS1801425,ERP023788,N1302,"fastq,sra","s3,ena,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",197,5663981270,4191802056
ERR2017600,ZSL-010,WGS,PRJEB21528,SAMEA104142293,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077182,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011809-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142293,ERS1801311,Illumina,ERS1801311,ERP023788,ZSL-010,"fastq,sra","ncbi,s3,gs,ena","ena,s3.us-east-1,gs.US,ncbi.public",197,5153121898,3783340363
ERR2017602,ZSL-019,WGS,PRJEB21528,SAMEA104142284,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077184,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011823-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142284,ERS1801302,Illumina,ERS1801302,ERP023788,ZSL-019,"fastq,sra","gs,ncbi,s3,ena","gs.US,ena,ncbi.public,s3.us-east-1",195,5013192519,4067356344
ERR2017635,ZSL-080,WGS,PRJEB21528,SAMEA104142263,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077217,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011936-158,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142263,ERS1801281,Illumina,ERS1801281,ERP023788,ZSL-080,"sra,fastq","gs,ena,ncbi,s3","s3.us-east-1,ena,gs.US,ncbi.public",198,4961571571,3486761440
ERR2017679,ZSL234,WGS,PRJEB21528,SAMEA104142208,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077261,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026037-32,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142208,ERS1801226,Illumina,ERS1801226,ERP023788,ZSL234,"fastq,sra","gs,s3,ncbi,ena","gs.US,ena,ncbi.public,s3.us-east-1",198,6462847265,4846808252
ERR2017411,N001,WGS,PRJEB21528,SAMEA104142374,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2076993,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001356-43,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142374,ERS1801392,Illumina,ERS1801392,ERP023788,N001,"sra,fastq","ncbi,s3,ena,gs","ncbi.public,ena,s3.us-east-1,gs.US",177,3161133051,2409737743
ERR2017412,N002,WGS,PRJEB21528,SAMEA104142373,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2076994,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001357-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142373,ERS1801391,Illumina,ERS1801391,ERP023788,N002,"fastq,sra","ena,s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public,ena",157,2808375061,2461690116
ERR2017414,N005,WGS,PRJEB21528,SAMEA104142371,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2076996,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001359-46,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142371,ERS1801389,Illumina,ERS1801389,ERP023788,N005,"sra,fastq","gs,ncbi,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",158,3141515009,2756007878
ERR2017415,N006,WGS,PRJEB21528,SAMEA104142370,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2076997,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001360-47,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142370,ERS1801388,Illumina,ERS1801388,ERP023788,N006,"sra,fastq","ena,s3,gs,ncbi","ena,s3.us-east-1,ncbi.public,gs.US",158,3671068081,3213635111
ERR2017416,N009,WGS,PRJEB21528,SAMEA104142369,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2076998,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001362-57,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142369,ERS1801387,Illumina,ERS1801387,ERP023788,N009,"fastq,sra","gs,ena,ncbi,s3","s3.us-east-1,ena,gs.US,ncbi.public",156,3698292976,3284925472
ERR2017417,N011,WGS,PRJEB21528,SAMEA104142368,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2076999,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001364-74,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142368,ERS1801386,Illumina,ERS1801386,ERP023788,N011,"sra,fastq","gs,ncbi,ena,s3","s3.us-east-1,gs.US,ena,ncbi.public",157,3140978085,2761780852
ERR2017427,N028,WGS,PRJEB21528,SAMEA104142358,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077009,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001469-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142358,ERS1801376,Illumina,ERS1801376,ERP023788,N028,"sra,fastq","s3,ncbi,gs,ena","s3.us-east-1,ena,ncbi.public,gs.US",157,3283795123,2882388191
ERR2017428,N029,WGS,PRJEB21528,SAMEA104142357,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077010,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001470-111,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142357,ERS1801375,Illumina,ERS1801375,ERP023788,N029,"fastq,sra","ena,ncbi,s3,gs","gs.US,ncbi.public,ena,s3.us-east-1",157,3509351524,3116189008
ERR2017432,N034,WGS,PRJEB21528,SAMEA104142353,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077014,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001474-133,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142353,ERS1801371,Illumina,ERS1801371,ERP023788,N034,"fastq,sra","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",157,3380757185,2971647382
ERR2017444,N051,WGS,PRJEB21528,SAMEA104142340,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077026,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001812-136,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142340,ERS1801358,Illumina,ERS1801358,ERP023788,N051,"sra,fastq","ena,s3,gs,ncbi","ena,s3.us-east-1,ncbi.public,gs.US",178,3575061726,2701625754
ERR2017445,N052,WGS,PRJEB21528,SAMEA104142338,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077027,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001814-158,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142338,ERS1801356,Illumina,ERS1801356,ERP023788,N052,"fastq,sra","s3,ncbi,ena,gs","ena,s3.us-east-1,ncbi.public,gs.US",177,4629482521,3561282116
ERR2017446,N056,WGS,PRJEB21528,SAMEA104142336,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077028,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001817-166,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142336,ERS1801354,Illumina,ERS1801354,ERP023788,N056,"sra,fastq","gs,ena,s3,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",178,2890575763,2074007023
ERR2017447,N062,WGS,PRJEB21528,SAMEA104142325,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077029,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001835-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142325,ERS1801343,Illumina,ERS1801343,ERP023788,N062,"sra,fastq","ncbi,s3,ena,gs","s3.us-east-1,gs.US,ncbi.public,ena",178,4076988246,3097668278
ERR2017449,N066,WGS,PRJEB21528,SAMEA104142326,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077031,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001834-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142326,ERS1801344,Illumina,ERS1801344,ERP023788,N066,"sra,fastq","gs,ena,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,ena",177,4232261360,3240429810
ERR2017457,N087,WGS,PRJEB21528,SAMEA104142329,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077039,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001831-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142329,ERS1801347,Illumina,ERS1801347,ERP023788,N087,"fastq,sra","s3,ena,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,ena",178,4160051427,3160106962
ERR2017458,N088,WGS,PRJEB21528,SAMEA104142333,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077040,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001824-15,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142333,ERS1801351,Illumina,ERS1801351,ERP023788,N088,"fastq,sra","ncbi,gs,ena,s3","ncbi.public,ena,s3.us-east-1,gs.US",176,4224718629,3329824928
ERR2017459,N089,WGS,PRJEB21528,SAMEA104142335,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077041,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001818-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142335,ERS1801353,Illumina,ERS1801353,ERP023788,N089,"sra,fastq","s3,ncbi,ena,gs","s3.us-east-1,ena,gs.US,ncbi.public",178,3096538911,2243440114
ERR2017460,N103,WGS,PRJEB21528,SAMEA104142334,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077042,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:10Z,public,Illumina HiSeq 2000,metagenome,SZAXPI001823-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142334,ERS1801352,Illumina,ERS1801352,ERP023788,N103,"fastq,sra","gs,s3,ncbi,ena","ena,gs.US,s3.us-east-1,ncbi.public",178,3294084430,2357072994
