Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Environmental_package,Experiment,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title
ERR321104,MetaHIT-MH0015,WGS,88,696926736,PRJEB4336,SAMEA2151054,341179896,BGI,2008/2010,public,"fastq,sra","ena,ncbi,s3,gs","ncbi.public,gs.US,ena,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294237,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:20Z,public,Illumina Genome Analyzer II,metagenome,081108,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2151054,ERS328730,Illumina,ERS328730,ERP003612,Stool sample from danish
ERR321105,MetaHIT-MH0015,WGS,88,755638664,PRJEB4336,SAMEA2151054,423403705,BGI,2008/2010,public,"sra,fastq","ncbi,ena,s3,gs","ncbi.public,ena,gs.US,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294238,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:20Z,public,Illumina Genome Analyzer II,metagenome,081119,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2151054,ERS328730,Illumina,ERS328730,ERP003612,Stool sample from danish
ERR321112,MetaHIT-MH0018,WGS,88,906990392,PRJEB4336,SAMEA2161087,562121974,BGI,2008/2010,public,"sra,fastq","gs,ena,s3,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294245,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:20Z,public,Illumina Genome Analyzer II,metagenome,081119,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2161087,ERS328733,Illumina,ERS328733,ERP003612,Stool sample from danish
ERR321122,MetaHIT-MH0023,WGS,88,872639944,PRJEB4336,SAMEA2145251,530724523,BGI,2008/2010,public,"sra,fastq","ena,s3,ncbi,gs","gs.US,ena,s3.us-east-1,ncbi.public",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294255,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081119,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2145251,ERS328738,Illumina,ERS328738,ERP003612,Stool sample from danish
ERR321130,MetaHIT-MH0027,WGS,88,773365208,PRJEB4336,SAMEA2150994,452317425,BGI,2008/2010,public,"sra,fastq","s3,gs,ena,ncbi","ena,s3.us-east-1,ncbi.public,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294263,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081119,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2150994,ERS328742,Illumina,ERS328742,ERP003612,Stool sample from danish
ERR321145,MetaHIT-MH0036,WGS,150,1572453000,PRJEB4336,SAMEA2155132,1346464159,BGI,2008/2010,public,"fastq,sra","s3,gs,ncbi,ena","ncbi.public,gs.US,ena,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294278,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081226,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2155132,ERS328750,Illumina,ERS328750,ERP003612,Stool sample from danish
ERR321151,MetaHIT-MH0039,WGS,150,1325833950,PRJEB4336,SAMEA2156186,1160509797,BGI,2008/2010,public,"fastq,sra","s3,gs,ncbi,ena","ncbi.public,ena,s3.us-east-1,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294284,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081226,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2156186,ERS328753,Illumina,ERS328753,ERP003612,Stool sample from danish
ERR321159,MetaHIT-MH0043,WGS,150,1741544100,PRJEB4336,SAMEA2147983,1479183069,BGI,2008/2010,public,"sra,fastq","ncbi,s3,ena,gs","gs.US,ena,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294292,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081214,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2147983,ERS328757,Illumina,ERS328757,ERP003612,Stool sample from danish
ERR321175,MetaHIT-MH0051,WGS,150,1522702350,PRJEB4336,SAMEA2143176,1292778360,BGI,2008/2010,public,"sra,fastq","gs,ena,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294308,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081226,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2143176,ERS328765,Illumina,ERS328765,ERP003612,Stool sample from danish
ERR321177,MetaHIT-MH0052,WGS,150,1588906950,PRJEB4336,SAMEA2146472,1167520642,BGI,2008/2010,public,"sra,fastq","s3,ncbi,gs,ena","ena,ncbi.public,s3.us-east-1,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294310,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090103,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146472,ERS328766,Illumina,ERS328766,ERP003612,Stool sample from danish
ERR321188,MetaHIT-MH0057,WGS,150,2021603700,PRJEB4336,SAMEA2150839,1883931084,BGI,2008/2010,public,"sra,fastq","gs,ena,s3,ncbi","gs.US,ena,s3.us-east-1,ncbi.public",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294321,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090125,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2150839,ERS328771,Illumina,ERS328771,ERP003612,Stool sample from danish
ERR321194,MetaHIT-MH0060,WGS,150,1819904250,PRJEB4336,SAMEA2161608,1566249487,BGI,2008/2010,public,"fastq,sra","gs,ncbi,s3,ena","ncbi.public,gs.US,s3.us-east-1,ena",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294327,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090125,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2161608,ERS328774,Illumina,ERS328774,ERP003612,Stool sample from danish
ERR321205,MetaHIT-MH0066,WGS,150,1641584400,PRJEB4336,SAMEA2154930,1311660177,BGI,2008/2010,public,"fastq,sra","gs,ncbi,ena,s3","s3.us-east-1,gs.US,ena,ncbi.public",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294338,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,081223,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2154930,ERS328780,Illumina,ERS328780,ERP003612,Stool sample from danish
ERR321208,MetaHIT-MH0067,WGS,150,1596229350,PRJEB4336,SAMEA2162460,1530419346,BGI,2008/2010,public,"sra,fastq","gs,ena,s3,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294341,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090126,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2162460,ERS328781,Illumina,ERS328781,ERP003612,Stool sample from danish
ERR321229,MetaHIT-MH0077,WGS,150,2069008200,PRJEB4336,SAMEA2157853,1960016537,BGI,2008/2010,public,"sra,fastq","s3,ena,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294362,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090130,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2157853,ERS328791,Illumina,ERS328791,ERP003612,Stool sample from danish
ERR321235,MetaHIT-MH0080,WGS,150,1537968600,PRJEB4336,SAMEA2153887,1209956113,BGI,2008/2010,public,"sra,fastq","ena,s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public,ena",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294368,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090130,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2153887,ERS328794,Illumina,ERS328794,ERP003612,Stool sample from danish
ERR321247,MetaHIT-MH0086,WGS,150,2474844750,PRJEB4336,SAMEA2163052,1995377980,BGI,2008/2010,public,"fastq,sra","ncbi,gs,s3,ena","gs.US,s3.us-east-1,ncbi.public,ena",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294380,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer II,metagenome,090325,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2163052,ERS328800,Illumina,ERS328800,ERP003612,Stool sample from danish
ERR321257,MetaHIT-MH0090,WGS,148,2310045716,PRJEB4336,SAMEA2151677,1784212173,BGI,2008/2010,public,"sra,fastq","ena,gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,ena",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294390,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091015,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2151677,ERS328804,Illumina,ERS328804,ERP003612,Stool sample from danish
ERR321280,MetaHIT-MH0094,WGS,148,623538800,PRJEB4336,SAMEA2155310,492724322,BGI,2008/2010,public,"sra,fastq","ncbi,ena,s3,gs","s3.us-east-1,ncbi.public,gs.US,ena",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294413,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091212L4,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2155310,ERS328808,Illumina,ERS328808,ERP003612,Stool sample from danish
ERR321285,MetaHIT-MH0095,WGS,146,233418960,PRJEB4336,SAMEA2157192,170048700,BGI,2008/2010,public,"fastq,sra","gs,ncbi,ena,s3","s3.us-east-1,ena,ncbi.public,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294418,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L8,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2157192,ERS328809,Illumina,ERS328809,ERP003612,Stool sample from danish
ERR321286,MetaHIT-MH0095,WGS,148,528610120,PRJEB4336,SAMEA2157192,409238230,BGI,2008/2010,public,"sra,fastq","s3,ncbi,ena,gs","ncbi.public,gs.US,s3.us-east-1,ena",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294419,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091212L5,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2157192,ERS328809,Illumina,ERS328809,ERP003612,Stool sample from danish
ERR321287,MetaHIT-MH0096,WGS,148,2644401840,PRJEB4336,SAMEA2146731,2022174224,BGI,2008/2010,public,"sra,fastq","ncbi,gs,s3,ena","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294420,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091014,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146731,ERS328810,Illumina,ERS328810,ERP003612,Stool sample from danish
ERR321288,MetaHIT-MH0096,WGS,148,605788124,PRJEB4336,SAMEA2146731,454809212,BGI,2008/2010,public,"sra,fastq","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ena,ncbi.public",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294421,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L4,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146731,ERS328810,Illumina,ERS328810,ERP003612,Stool sample from danish
ERR321289,MetaHIT-MH0096,WGS,146,230865566,PRJEB4336,SAMEA2146731,168174611,BGI,2008/2010,public,"fastq,sra","gs,ena,s3,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294422,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L4,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146731,ERS328810,Illumina,ERS328810,ERP003612,Stool sample from danish
ERR321290,MetaHIT-MH0096,WGS,146,232535660,PRJEB4336,SAMEA2146731,168130051,BGI,2008/2010,public,"sra,fastq","ena,s3,ncbi,gs","gs.US,s3.us-east-1,ena,ncbi.public",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294423,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L5,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146731,ERS328810,Illumina,ERS328810,ERP003612,Stool sample from danish
ERR321291,MetaHIT-MH0096,WGS,148,590846636,PRJEB4336,SAMEA2146731,424883199,BGI,2008/2010,public,"fastq,sra","gs,ncbi,s3,ena","ena,ncbi.public,gs.US,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294424,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091128L4,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146731,ERS328810,Illumina,ERS328810,ERP003612,Stool sample from danish
ERR321292,MetaHIT-MH0096,WGS,148,611478428,PRJEB4336,SAMEA2146731,477594094,BGI,2008/2010,public,"fastq,sra","s3,gs,ncbi,ena","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294425,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091212L4,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146731,ERS328810,Illumina,ERS328810,ERP003612,Stool sample from danish
ERR321293,MetaHIT-MH0097,WGS,148,2510393020,PRJEB4336,SAMEA1964695,1927656437,BGI,2008/2010,public,"sra,fastq","gs,ncbi,ena,s3","ncbi.public,gs.US,s3.us-east-1,ena",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294426,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091014,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1964695,ERS328811,Illumina,ERS328811,ERP003612,Stool sample from danish
ERR321294,MetaHIT-MH0097,WGS,148,546638740,PRJEB4336,SAMEA1964695,401327249,BGI,2008/2010,public,"fastq,sra","s3,gs,ncbi,ena","ncbi.public,ena,gs.US,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294427,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L3,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1964695,ERS328811,Illumina,ERS328811,ERP003612,Stool sample from danish
ERR321295,MetaHIT-MH0097,WGS,146,211935790,PRJEB4336,SAMEA1964695,155046237,BGI,2008/2010,public,"sra,fastq","ncbi,s3,gs,ena","s3.us-east-1,ncbi.public,ena,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294428,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L6,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1964695,ERS328811,Illumina,ERS328811,ERP003612,Stool sample from danish
ERR321296,MetaHIT-MH0097,WGS,146,207362778,PRJEB4336,SAMEA1964695,151199338,BGI,2008/2010,public,"sra,fastq","ena,ncbi,gs,s3","ncbi.public,gs.US,ena,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294429,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L7,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1964695,ERS328811,Illumina,ERS328811,ERP003612,Stool sample from danish
ERR321297,MetaHIT-MH0097,WGS,146,214577660,PRJEB4336,SAMEA1964695,156597493,BGI,2008/2010,public,"fastq,sra","gs,ena,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294430,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L8,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1964695,ERS328811,Illumina,ERS328811,ERP003612,Stool sample from danish
ERR321298,MetaHIT-MH0097,WGS,148,524749836,PRJEB4336,SAMEA1964695,405050220,BGI,2008/2010,public,"fastq,sra","ena,ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1,ena",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294431,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:21Z,public,Illumina Genome Analyzer IIx,metagenome,20091212L5,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1964695,ERS328811,Illumina,ERS328811,ERP003612,Stool sample from danish
ERR321306,MetaHIT-MH0099,WGS,148,342634504,PRJEB4336,SAMEA1966821,242599920,BGI,2008/2010,public,"sra,fastq","s3,gs,ncbi,ena","ena,s3.us-east-1,gs.US,ncbi.public",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294439,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L4,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1966821,ERS328813,Illumina,ERS328813,ERP003612,Stool sample from danish
ERR321307,MetaHIT-MH0099,WGS,148,696039560,PRJEB4336,SAMEA1966821,540520632,BGI,2008/2010,public,"fastq,sra","s3,ncbi,gs,ena","ncbi.public,s3.us-east-1,ena,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294440,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20091212L2,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1966821,ERS328813,Illumina,ERS328813,ERP003612,Stool sample from danish
ERR321308,MetaHIT-MH0100,WGS,148,2836434060,PRJEB4336,SAMEA2146682,2147090844,BGI,2008/2010,public,"fastq,sra","ena,ncbi,s3,gs","ncbi.public,s3.us-east-1,ena,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294441,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20091014,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146682,ERS328814,Illumina,ERS328814,ERP003612,Stool sample from danish
ERR321309,MetaHIT-MH0100,WGS,148,1226842152,PRJEB4336,SAMEA2146682,939822407,BGI,2008/2010,public,"sra,fastq","s3,ena,gs,ncbi","gs.US,ncbi.public,ena,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294442,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20091107L7,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146682,ERS328814,Illumina,ERS328814,ERP003612,Stool sample from danish
ERR321310,MetaHIT-MH0100,WGS,148,822364220,PRJEB4336,SAMEA2146682,614506556,BGI,2008/2010,public,"sra,fastq","gs,s3,ena,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294443,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L8,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146682,ERS328814,Illumina,ERS328814,ERP003612,Stool sample from danish
ERR321311,MetaHIT-MH0100,WGS,146,385936692,PRJEB4336,SAMEA2146682,283482036,BGI,2008/2010,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294444,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L3,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146682,ERS328814,Illumina,ERS328814,ERP003612,Stool sample from danish
ERR321312,MetaHIT-MH0101,WGS,148,2702355532,PRJEB4336,SAMEA2150909,2056425340,BGI,2008/2010,public,"fastq,sra","gs,ncbi,s3,ena","gs.US,ena,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294445,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20091014,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2150909,ERS328815,Illumina,ERS328815,ERP003612,Stool sample from danish
