Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Environmental_package,Experiment,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,instrument_modelrun
ERR210100,MH0089,WGS,59,13064714,PRJEB1220,SAMEA2042425,"Beijing Genome Institute\, Shenzhen\, China",12580021,BGI,2008/2010,public,"fastq,sra","s3,ena,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184765,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L4,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042425,ERS199087,Illumina,ERS199087,ERP002061,Stool sample from danish,
ERR210101,MH0089,WGS,59,13585958,PRJEB1220,SAMEA2042425,"Beijing Genome Institute\, Shenzhen\, China",13039035,BGI,2008/2010,public,"sra,fastq","s3,gs,ena,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184766,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L5,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042425,ERS199087,Illumina,ERS199087,ERP002061,Stool sample from danish,
ERR210118,MH0093,WGS,63,7463291,PRJEB1220,SAMEA2042428,"Beijing Genome Institute\, Shenzhen\, China",7374526,BGI,2008/2010,public,"fastq,sra","s3,gs,ncbi,ena","s3.us-east-1,gs.US,ena,ncbi.public",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184783,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L8,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042428,ERS199091,Illumina,ERS199091,ERP002061,Stool sample from danish,
ERR210119,MH0093,WGS,60,21641710,PRJEB1220,SAMEA2042428,"Beijing Genome Institute\, Shenzhen\, China",23535945,BGI,2008/2010,public,"sra,fastq","gs,s3,ncbi,ena","ena,gs.US,s3.us-east-1,ncbi.public",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184784,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091212L5,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042428,ERS199091,Illumina,ERS199091,ERP002061,Stool sample from danish,
ERR210120,MH0094,WGS,57,106263096,PRJEB1220,SAMEA2042429,"Beijing Genome Institute\, Shenzhen\, China",114960029,BGI,2008/2010,public,"sra,fastq","s3,gs,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184785,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091014,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042429,ERS199092,Illumina,ERS199092,ERP002061,Stool sample from danish,
ERR210121,MH0094,WGS,62,9982754,PRJEB1220,SAMEA2042429,"Beijing Genome Institute\, Shenzhen\, China",10619341,BGI,2008/2010,public,"sra,fastq","s3,ena,ncbi,gs","gs.US,s3.us-east-1,ncbi.public,ena",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184786,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L4,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042429,ERS199092,Illumina,ERS199092,ERP002061,Stool sample from danish,
ERR210122,MH0094,WGS,63,7799561,PRJEB1220,SAMEA2042429,"Beijing Genome Institute\, Shenzhen\, China",7705748,BGI,2008/2010,public,"fastq,sra","s3,ena,ncbi,gs","ena,s3.us-east-1,ncbi.public,gs.US",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184787,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L4,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042429,ERS199092,Illumina,ERS199092,ERP002061,Stool sample from danish,
ERR210123,MH0094,WGS,64,7363729,PRJEB1220,SAMEA2042429,"Beijing Genome Institute\, Shenzhen\, China",7195299,BGI,2008/2010,public,"fastq,sra","s3,gs,ncbi,ena","ena,ncbi.public,s3.us-east-1,gs.US",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184788,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L5,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042429,ERS199092,Illumina,ERS199092,ERP002061,Stool sample from danish,
ERR210124,MH0094,WGS,61,5997521,PRJEB1220,SAMEA2042429,"Beijing Genome Institute\, Shenzhen\, China",6528633,BGI,2008/2010,public,"fastq,sra","gs,ena,ncbi,s3","ncbi.public,gs.US,ena,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184789,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091128L4,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042429,ERS199092,Illumina,ERS199092,ERP002061,Stool sample from danish,
ERR210125,MH0094,WGS,59,26819036,PRJEB1220,SAMEA2042429,"Beijing Genome Institute\, Shenzhen\, China",29602223,BGI,2008/2010,public,"fastq,sra","s3,ncbi,ena,gs","ncbi.public,s3.us-east-1,ena,gs.US",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184790,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091212L4,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042429,ERS199092,Illumina,ERS199092,ERP002061,Stool sample from danish,
ERR210126,MH0095,WGS,58,98670962,PRJEB1220,SAMEA2042430,"Beijing Genome Institute\, Shenzhen\, China",107732941,BGI,2008/2010,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184791,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091014,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042430,ERS199093,Illumina,ERS199093,ERP002061,Stool sample from danish,
ERR210127,MH0095,WGS,62,9430699,PRJEB1220,SAMEA2042430,"Beijing Genome Institute\, Shenzhen\, China",10059351,BGI,2008/2010,public,"sra,fastq","s3,ncbi,ena,gs","gs.US,ncbi.public,s3.us-east-1,ena",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184792,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042430,ERS199093,Illumina,ERS199093,ERP002061,Stool sample from danish,
ERR210128,MH0095,WGS,62,7586284,PRJEB1220,SAMEA2042430,"Beijing Genome Institute\, Shenzhen\, China",7522364,BGI,2008/2010,public,"fastq,sra","ncbi,ena,gs,s3","ncbi.public,gs.US,ena,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184793,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L6,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042430,ERS199093,Illumina,ERS199093,ERP002061,Stool sample from danish,
ERR210154,MH0100,WGS,56,61262342,PRJEB1220,SAMEA1965384,"Beijing Genome Institute\, Shenzhen\, China",68958024,BGI,2008/2010,public,"sra,fastq","s3,ena,ncbi,gs","ena,s3.us-east-1,gs.US,ncbi.public",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184819,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091107L7,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA1965384,ERS199098,Illumina,ERS199098,ERP002061,Stool sample from danish,
ERR210155,MH0100,WGS,59,11794155,PRJEB1220,SAMEA1965384,"Beijing Genome Institute\, Shenzhen\, China",13027705,BGI,2008/2010,public,"fastq,sra","ncbi,gs,s3,ena","s3.us-east-1,ncbi.public,gs.US,ena",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184820,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L8,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA1965384,ERS199098,Illumina,ERS199098,ERP002061,Stool sample from danish,
ERR210156,MH0100,WGS,60,12657796,PRJEB1220,SAMEA1965384,"Beijing Genome Institute\, Shenzhen\, China",12995407,BGI,2008/2010,public,"fastq,sra","s3,ena,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184821,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091126L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA1965384,ERS199098,Illumina,ERS199098,ERP002061,Stool sample from danish,
ERR210157,MH0101,WGS,54,145656990,PRJEB1220,SAMEA2042436,"Beijing Genome Institute\, Shenzhen\, China",160171831,BGI,2008/2010,public,"sra,fastq","s3,ena,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184822,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091014,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042436,ERS199099,Illumina,ERS199099,ERP002061,Stool sample from danish,
ERR210158,MH0101,WGS,65,3141812,PRJEB1220,SAMEA2042436,"Beijing Genome Institute\, Shenzhen\, China",3152845,BGI,2008/2010,public,"fastq,sra","s3,ena,gs,ncbi","gs.US,ncbi.public,ena,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184823,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L5,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042436,ERS199099,Illumina,ERS199099,ERP002061,Stool sample from danish,
ERR210159,MH0101,WGS,65,2963168,PRJEB1220,SAMEA2042436,"Beijing Genome Institute\, Shenzhen\, China",2949503,BGI,2008/2010,public,"sra,fastq","s3,gs,ena,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184824,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L6,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042436,ERS199099,Illumina,ERS199099,ERP002061,Stool sample from danish,
ERR210160,MH0101,WGS,65,2701372,PRJEB1220,SAMEA2042436,"Beijing Genome Institute\, Shenzhen\, China",2689741,BGI,2008/2010,public,"sra,fastq","gs,ena,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184825,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L7,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042436,ERS199099,Illumina,ERS199099,ERP002061,Stool sample from danish,
ERR210161,MH0101,WGS,56,33315538,PRJEB1220,SAMEA2042436,"Beijing Genome Institute\, Shenzhen\, China",37492207,BGI,2008/2010,public,"fastq,sra","gs,ncbi,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184826,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091212L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042436,ERS199099,Illumina,ERS199099,ERP002061,Stool sample from danish,
ERR210172,MH0104,WGS,57,122324511,PRJEB1220,SAMEA2042488,"Beijing Genome Institute\, Shenzhen\, China",136077613,BGI,2008/2010,public,"fastq,sra","s3,ncbi,gs,ena","ncbi.public,ena,gs.US,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184837,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091014,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042488,ERS199102,Illumina,ERS199102,ERP002061,Stool sample from danish,
ERR210173,MH0104,WGS,56,62181741,PRJEB1220,SAMEA2042488,"Beijing Genome Institute\, Shenzhen\, China",69112352,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,ena",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184838,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091107L8,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042488,ERS199102,Illumina,ERS199102,ERP002061,Stool sample from danish,
ERR210174,MH0104,WGS,60,11552160,PRJEB1220,SAMEA2042488,"Beijing Genome Institute\, Shenzhen\, China",12513909,BGI,2008/2010,public,"sra,fastq","ncbi,ena,s3,gs","ena,ncbi.public,gs.US,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184839,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042488,ERS199102,Illumina,ERS199102,ERP002061,Stool sample from danish,
ERR210196,MH0107,WGS,59,27138452,PRJEB1220,SAMEA2042491,"Beijing Genome Institute\, Shenzhen\, China",29604388,BGI,2008/2010,public,"sra,fastq","gs,ncbi,s3,ena","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184861,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091212L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042491,ERS199105,Illumina,ERS199105,ERP002061,Stool sample from danish,
ERR210197,MH0109,WGS,56,146199105,PRJEB1220,SAMEA2042492,"Beijing Genome Institute\, Shenzhen\, China",156987368,BGI,2008/2010,public,"sra,fastq","gs,ena,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,ena",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184862,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091015,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042492,ERS199106,Illumina,ERS199106,ERP002061,Stool sample from danish,
ERR210198,MH0109,WGS,65,3930942,PRJEB1220,SAMEA2042492,"Beijing Genome Institute\, Shenzhen\, China",3862214,BGI,2008/2010,public,"fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,ncbi.public,gs.US,ena",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184863,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L2,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042492,ERS199106,Illumina,ERS199106,ERP002061,Stool sample from danish,
ERR210199,MH0109,WGS,64,3770772,PRJEB1220,SAMEA2042492,"Beijing Genome Institute\, Shenzhen\, China",3743588,BGI,2008/2010,public,"sra,fastq","ncbi,gs,ena,s3","s3.us-east-1,ena,ncbi.public,gs.US",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184864,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042492,ERS199106,Illumina,ERS199106,ERP002061,Stool sample from danish,
ERR210200,MH0109,WGS,64,3783886,PRJEB1220,SAMEA2042492,"Beijing Genome Institute\, Shenzhen\, China",3794804,BGI,2008/2010,public,"fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,ncbi.public,ena,gs.US",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184865,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091124L4,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042492,ERS199106,Illumina,ERS199106,ERP002061,Stool sample from danish,
ERR210201,MH0109,WGS,60,30213541,PRJEB1220,SAMEA2042492,"Beijing Genome Institute\, Shenzhen\, China",32874522,BGI,2008/2010,public,"sra,fastq","ncbi,ena,s3,gs","gs.US,s3.us-east-1,ncbi.public,ena",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184866,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091212L2,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042492,ERS199106,Illumina,ERS199106,ERP002061,Stool sample from danish,
ERR210235,MH0118,WGS,61,18048253,PRJEB1220,SAMEA2042500,"Beijing Genome Institute\, Shenzhen\, China",16009467,BGI,2008/2010,public,"fastq,sra","ncbi,ena,gs,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184900,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20100305L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042500,ERS199114,Illumina,ERS199114,ERP002061,Stool sample from danish,
ERR210236,MH0120,WGS,59,193447555,PRJEB1220,SAMEA2042501,"Beijing Genome Institute\, Shenzhen\, China",199378846,BGI,2008/2010,public,"fastq,sra","ena,ncbi,s3,gs","ena,s3.us-east-1,gs.US,ncbi.public",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184901,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091025,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042501,ERS199115,Illumina,ERS199115,ERP002061,Stool sample from danish,
ERR210237,MH0120,WGS,63,12859894,PRJEB1220,SAMEA2042501,"Beijing Genome Institute\, Shenzhen\, China",11294799,BGI,2008/2010,public,"sra,fastq","s3,ena,ncbi,gs","gs.US,s3.us-east-1,ena,ncbi.public",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184902,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20100124L6,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042501,ERS199115,Illumina,ERS199115,ERP002061,Stool sample from danish,
ERR210238,MH0120,WGS,59,11178991,PRJEB1220,SAMEA2042501,"Beijing Genome Institute\, Shenzhen\, China",10689492,BGI,2008/2010,public,"fastq,sra","ncbi,s3,ena,gs","ncbi.public,gs.US,ena,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184903,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L2,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042501,ERS199115,Illumina,ERS199115,ERP002061,Stool sample from danish,
ERR210239,MH0120,WGS,59,11600490,PRJEB1220,SAMEA2042501,"Beijing Genome Institute\, Shenzhen\, China",11092595,BGI,2008/2010,public,"sra,fastq","s3,ena,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,ena",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184904,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042501,ERS199115,Illumina,ERS199115,ERP002061,Stool sample from danish,
ERR210240,MH0121,WGS,61,173975275,PRJEB1220,SAMEA2042502,"Beijing Genome Institute\, Shenzhen\, China",169974169,BGI,2008/2010,public,"sra,fastq","ena,s3,gs,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184905,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091105,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042502,ERS199116,Illumina,ERS199116,ERP002061,Stool sample from danish,
ERR210241,MH0122,WGS,62,70811716,PRJEB1220,SAMEA2042503,"Beijing Genome Institute\, Shenzhen\, China",73525444,BGI,2008/2010,public,"sra,fastq","s3,ncbi,gs,ena","ncbi.public,s3.us-east-1,gs.US,ena",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184906,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20091023,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042503,ERS199117,Illumina,ERS199117,ERP002061,Stool sample from danish,
ERR210244,MH0122,WGS,62,17354974,PRJEB1220,SAMEA2042503,"Beijing Genome Institute\, Shenzhen\, China",16037502,BGI,2008/2010,public,"fastq,sra","ncbi,gs,ena,s3","ncbi.public,gs.US,s3.us-east-1,ena",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184909,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:34Z,public,Illumina Genome Analyzer IIx,metagenome,20100128L8,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042503,ERS199117,Illumina,ERS199117,ERP002061,Stool sample from danish,
