Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,Description,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title
ERR1728719,pluto4-11-30-0,WGS,75,119137986,PRJEB17632,SAMEA4545546,105572235,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-31,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798647,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545546,ERS1444725,Illumina,ERS1444725,ERP019502,pluto4-11-30-0
ERR1728720,713A004-11-90-0,WGS,73,102372115,PRJEB17632,SAMEA4545283,113805692,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-28,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798648,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545283,ERS1444462,Illumina,ERS1444462,ERP019502,713A004-11-90-0
ERR1728721,713A004-11-90-0,WGS,73,94471330,PRJEB17632,SAMEA4545283,104609401,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-28,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798649,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545283,ERS1444462,Illumina,ERS1444462,ERP019502,713A004-11-90-0
ERR1728722,713A004-11-90-0,WGS,73,99997250,PRJEB17632,SAMEA4545283,111117290,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-28,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798650,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545283,ERS1444462,Illumina,ERS1444462,ERP019502,713A004-11-90-0
ERR1728723,713A004-11-90-0,WGS,73,104892218,PRJEB17632,SAMEA4545283,116669224,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-28,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798651,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545283,ERS1444462,Illumina,ERS1444462,ERP019502,713A004-11-90-0
ERR1728725,713B002-11-0-0,WGS,74,83265791,PRJEB17632,SAMEA4545368,91122822,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-19,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798653,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545368,ERS1444547,Illumina,ERS1444547,ERP019502,713B002-11-0-0
ERR1728726,713B002-11-0-0,WGS,74,81262380,PRJEB17632,SAMEA4545368,88630464,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-19,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798654,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545368,ERS1444547,Illumina,ERS1444547,ERP019502,713B002-11-0-0
ERR1728734,peacemaker4-11-0-0,WGS,75,37825894,PRJEB17632,SAMEA4545535,34141456,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-07-23,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798662,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545535,ERS1444714,Illumina,ERS1444714,ERP019502,peacemaker4-11-0-0
ERR1728736,713A084-11-90-0,WGS,78,73271311,PRJEB17632,SAMEA4545361,76481554,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-04,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798664,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545361,ERS1444540,Illumina,ERS1444540,ERP019502,713A084-11-90-0
ERR1728737,713A084-11-90-0,WGS,78,68619117,PRJEB17632,SAMEA4545361,72062519,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-04,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798665,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545361,ERS1444540,Illumina,ERS1444540,ERP019502,713A084-11-90-0
ERR1728738,713A084-11-90-0,WGS,78,71145104,PRJEB17632,SAMEA4545361,74113197,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-04,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798666,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545361,ERS1444540,Illumina,ERS1444540,ERP019502,713A084-11-90-0
ERR1728739,713A084-11-90-0,WGS,78,68004388,PRJEB17632,SAMEA4545361,70891803,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-04,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798667,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545361,ERS1444540,Illumina,ERS1444540,ERP019502,713A084-11-90-0
ERR1728740,mickey2-11-0-0,WGS,77,95422397,PRJEB17632,SAMEA4545511,84974877,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-13,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798668,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545511,ERS1444690,Illumina,ERS1444690,ERP019502,mickey2-11-0-0
ERR1728741,mickey2-11-0-0,WGS,77,99943461,PRJEB17632,SAMEA4545511,89078909,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-13,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798669,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545511,ERS1444690,Illumina,ERS1444690,ERP019502,mickey2-11-0-0
ERR1728742,mickey2-11-0-0,WGS,77,98252086,PRJEB17632,SAMEA4545511,87435005,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-13,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798670,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545511,ERS1444690,Illumina,ERS1444690,ERP019502,mickey2-11-0-0
ERR1728744,daisy-11-386-0,WGS,76,61374486,PRJEB17632,SAMEA4545479,54183354,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-05-06,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798672,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545479,ERS1444658,Illumina,ERS1444658,ERP019502,daisy-11-386-0
ERR1728745,daisy-11-386-0,WGS,76,64879529,PRJEB17632,SAMEA4545479,57532104,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-05-06,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798673,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545479,ERS1444658,Illumina,ERS1444658,ERP019502,daisy-11-386-0
ERR1728746,daisy-11-386-0,WGS,76,59786249,PRJEB17632,SAMEA4545479,52710020,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-05-06,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798674,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545479,ERS1444658,Illumina,ERS1444658,ERP019502,daisy-11-386-0
ERR1728747,daisy-11-386-0,WGS,76,62030260,PRJEB17632,SAMEA4545479,54593035,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-05-06,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798675,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545479,ERS1444658,Illumina,ERS1444658,ERP019502,daisy-11-386-0
ERR1728759,713A076-11-0-0,WGS,76,76842248,PRJEB17632,SAMEA4545352,84042821,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-11-06,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798687,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545352,ERS1444531,Illumina,ERS1444531,ERP019502,713A076-11-0-0
ERR1728760,713A030-11-0-0,WGS,74,66254411,PRJEB17632,SAMEA4545308,73902624,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-11-06,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798688,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:55Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545308,ERS1444487,Illumina,ERS1444487,ERP019502,713A030-11-0-0
ERR1728761,713A030-11-0-0,WGS,74,65139528,PRJEB17632,SAMEA4545308,72642933,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-11-06,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798689,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:55Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545308,ERS1444487,Illumina,ERS1444487,ERP019502,713A030-11-0-0
ERR1728762,713A030-11-0-0,WGS,74,62931081,PRJEB17632,SAMEA4545308,70186030,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-11-06,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798690,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:55Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545308,ERS1444487,Illumina,ERS1444487,ERP019502,713A030-11-0-0
ERR1728763,713A030-11-0-0,WGS,74,60065171,PRJEB17632,SAMEA4545308,66865616,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-11-06,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798691,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:55Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545308,ERS1444487,Illumina,ERS1444487,ERP019502,713A030-11-0-0
ERR1728764,713B015-11-90-0,WGS,73,66739981,PRJEB17632,SAMEA4545383,74896361,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798692,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545383,ERS1444562,Illumina,ERS1444562,ERP019502,713B015-11-90-0
ERR1728765,713B015-11-90-0,WGS,72,67860648,PRJEB17632,SAMEA4545383,76214137,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798693,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545383,ERS1444562,Illumina,ERS1444562,ERP019502,713B015-11-90-0
ERR1728766,713B015-11-90-0,WGS,72,68782307,PRJEB17632,SAMEA4545383,77405924,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798694,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545383,ERS1444562,Illumina,ERS1444562,ERP019502,713B015-11-90-0
ERR1728767,713B015-11-90-0,WGS,73,63770472,PRJEB17632,SAMEA4545383,71244612,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798695,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545383,ERS1444562,Illumina,ERS1444562,ERP019502,713B015-11-90-0
ERR1728769,713A033-11-0-0,WGS,72,38807871,PRJEB17632,SAMEA4545310,43131450,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798697,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:55Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545310,ERS1444489,Illumina,ERS1444489,ERP019502,713A033-11-0-0
ERR1728779,alien4-11-0-0,WGS,75,48526595,PRJEB17632,SAMEA4545466,43753806,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-07-25,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798707,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545466,ERS1444645,Illumina,ERS1444645,ERP019502,alien4-11-0-0
ERR1728780,713B014-11-90-0,WGS,72,73992054,PRJEB17632,SAMEA4545381,82735759,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-15,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798708,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545381,ERS1444560,Illumina,ERS1444560,ERP019502,713B014-11-90-0
ERR1728781,713B014-11-90-0,WGS,72,71412186,PRJEB17632,SAMEA4545381,79899726,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-15,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798709,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545381,ERS1444560,Illumina,ERS1444560,ERP019502,713B014-11-90-0
ERR1728782,713B014-11-90-0,WGS,72,72950507,PRJEB17632,SAMEA4545381,81834797,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-15,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798710,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545381,ERS1444560,Illumina,ERS1444560,ERP019502,713B014-11-90-0
ERR1728783,713B014-11-90-0,WGS,73,71902915,PRJEB17632,SAMEA4545381,79930881,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-15,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798711,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545381,ERS1444560,Illumina,ERS1444560,ERP019502,713B014-11-90-0
ERR1728784,713B065-11-90-0,WGS,72,248422103,PRJEB17632,SAMEA4545439,270442270,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-28,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1798712,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,SINGLE,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545439,ERS1444618,Illumina,ERS1444618,ERP019502,713B065-11-90-0
