Run,Alias,AssayType,BioProject,BioSample,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_and/or_sea,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,AvgSpotLen,Bases,Bytes
ERR1620343,SZAXPI029572-87,WGS,PRJEB15371,SAMEA4431956,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,ena,s3,ncbi","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690708,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029572-87,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431956,ERS1343405,Illumina,ERS1343405,ERP017091,Stool sample from China,197,6296445688,4718931471
ERR1620344,SZAXPI029573-88,WGS,PRJEB15371,SAMEA4431957,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","s3,gs,ncbi,ena","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690709,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029573-88,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431957,ERS1343406,Illumina,ERS1343406,ERP017091,Stool sample from China,196,5384680037,4071668527
ERR1620293,SZAXPI029482-77,WGS,PRJEB15371,SAMEA4431906,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","s3,ncbi,ena,gs","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690658,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029482-77,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431906,ERS1343355,Illumina,ERS1343355,ERP017091,Stool sample from China,197,5796089666,4072926078
ERR1620316,RSZAXPI003080-114,WGS,PRJEB15371,SAMEA4431929,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,s3,ncbi,ena","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690681,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003080-114,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431929,ERS1343378,Illumina,ERS1343378,ERP017091,Stool sample from China,198,4665758003,2816869485
ERR1620337,SZAXPI029566-78,WGS,PRJEB15371,SAMEA4431950,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,s3,ncbi,ena","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690702,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029566-78,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431950,ERS1343399,Illumina,ERS1343399,ERP017091,Stool sample from China,196,5790786582,4426273751
ERR1620256,SZAXPI029500-102,WGS,PRJEB15371,SAMEA4431869,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ena,ncbi,s3,gs","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690621,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029500-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431869,ERS1343318,Illumina,ERS1343318,ERP017091,Stool sample from China,196,4883842065,3709623530
ERR1620296,SZAXPI029485-81,WGS,PRJEB15371,SAMEA4431909,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ena,s3,gs,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690661,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029485-81,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431909,ERS1343358,Illumina,ERS1343358,ERP017091,Stool sample from China,198,7086174715,4958571150
ERR1620335,SZAXPI029564-74,WGS,PRJEB15371,SAMEA4431948,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","gs,s3,ena,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690700,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029564-74,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431948,ERS1343397,Illumina,ERS1343397,ERP017091,Stool sample from China,195,6659474064,5018270785
ERR1620348,SZAXPI029577-94,WGS,PRJEB15371,SAMEA4431961,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690713,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029577-94,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431961,ERS1343410,Illumina,ERS1343410,ERP017091,Stool sample from China,195,5581021025,4411606589
ERR1620360,SZAXPI029589-108,WGS,PRJEB15371,SAMEA4431973,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","s3,gs,ena,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690725,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029589-108,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431973,ERS1343422,Illumina,ERS1343422,ERP017091,Stool sample from China,194,4367729715,3542202189
