Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_and/or_sea,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,INSDC_center_alias,Individual
ERR589582,SZAXPI012087-93,WGS,194,6832246550,PRJEB6997,SAMEA2737723,5446271954,BGI,2012,public,"fastq,sra","ncbi,s3,ena,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547577,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012087-93,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737723,ERS537253,Illumina,ERS537253,ERP006678,Stool sample from China,BGI,
ERR589583,SZAXPI012088-94,WGS,194,6646647402,PRJEB6997,SAMEA2737724,5270272709,BGI,2012,public,"sra,fastq","ncbi,ena,s3,gs","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547578,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:44Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012088-94,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737724,ERS537254,Illumina,ERS537254,ERP006678,Stool sample from China,BGI,
ERR589587,SZAXPI012245-136,WGS,195,6453418885,PRJEB6997,SAMEA2737728,4853703953,BGI,2012,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547582,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:57Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012245-136,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737728,ERS537258,Illumina,ERS537258,ERP006678,Stool sample from China,BGI,
ERR589594,SZAXPI012252-108,WGS,193,6039820000,PRJEB6997,SAMEA2737735,4795646094,BGI,2012,public,"sra,fastq","ncbi,gs,s3,ena","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547589,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:42:48Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012252-108,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737735,ERS537265,Illumina,ERS537265,ERP006678,Stool sample from China,BGI,
ERR589614,SZAXPI018177-33,WGS,195,6595506286,PRJEB6997,SAMEA2737971,5087209183,BGI,2021,public,"fastq,sra","ncbi,gs,s3,ena","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547609,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018177-33,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737971,ERS537501,Illumina,ERS537501,ERP006678,oral sample from China,BGI,
ERR589619,SZAXPI018182-39,WGS,193,6154950259,PRJEB6997,SAMEA2737976,4881976996,BGI,2120,public,"fastq,sra","ena,gs,s3,ncbi","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547614,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:50Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018182-39,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737976,ERS537506,Illumina,ERS537506,ERP006678,oral sample from China,BGI,
ERR589621,SZAXPI018184-41,WGS,192,5962640950,PRJEB6997,SAMEA2737978,4789177018,BGI,2070,public,"sra,fastq","s3,ncbi,ena,gs","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547616,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018184-41,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737978,ERS537508,Illumina,ERS537508,ERP006678,oral sample from China,BGI,
ERR589628,SZAXPI018191-57,WGS,186,8491820094,PRJEB6997,SAMEA2737985,7272404768,BGI,2024,public,"sra,fastq","gs,ena,s3,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547623,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018191-57,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737985,ERS537515,Illumina,ERS537515,ERP006678,oral sample from China,BGI,
ERR589634,SZAXPI018276-89,WGS,192,8897791301,PRJEB6997,SAMEA2737991,7227902680,BGI,2066,public,"sra,fastq","ena,ncbi,s3,gs","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547629,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:51:40Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018276-89,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737991,ERS537521,Illumina,ERS537521,ERP006678,oral sample from China,BGI,
ERR589636,SZAXPI018278-93,WGS,194,6050408307,PRJEB6997,SAMEA2737993,4887235894,BGI,2064,public,"fastq,sra","s3,gs,ncbi,ena","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547631,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:39Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018278-93,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737993,ERS537523,Illumina,ERS537523,ERP006678,oral sample from China,BGI,
ERR589637,SZAXPI018279-94,WGS,193,7447681034,PRJEB6997,SAMEA2737994,6044716868,BGI,2115,public,"fastq,sra","ncbi,gs,s3,ena","s3.us-east-1,gs.US,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547632,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:39Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018279-94,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737994,ERS537524,Illumina,ERS537524,ERP006678,oral sample from China,BGI,
ERR589643,SZAXPI018285-113,WGS,190,7445723993,PRJEB6997,SAMEA2738000,6183391799,BGI,2111,public,"sra,fastq","gs,s3,ncbi,ena","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547638,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018285-113,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738000,ERS537530,Illumina,ERS537530,ERP006678,oral sample from China,BGI,
ERR589653,SZAXPI018310-169,WGS,192,7946618334,PRJEB6997,SAMEA2738010,6360830321,BGI,2054,public,"sra,fastq","gs,ncbi,s3,ena","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547648,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018310-169,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738010,ERS537540,Illumina,ERS537540,ERP006678,oral sample from China,BGI,
ERR589657,SZAXPI018314-16,WGS,191,5180372319,PRJEB6997,SAMEA2738014,4127054088,BGI,2132,public,"fastq,sra","ncbi,gs,s3,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547652,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018314-16,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738014,ERS537544,Illumina,ERS537544,ERP006678,oral sample from China,BGI,
ERR589659,SZAXPI018316-18,WGS,191,7830884206,PRJEB6997,SAMEA2738016,6489734238,BGI,2048,public,"fastq,sra","ena,ncbi,gs,s3","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547654,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018316-18,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738016,ERS537546,Illumina,ERS537546,ERP006678,oral sample from China,BGI,
ERR589661,SZAXPI018318-20,WGS,191,6176390316,PRJEB6997,SAMEA2738018,4913310518,BGI,2046,public,"fastq,sra","gs,ena,s3,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547656,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:03Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018318-20,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738018,ERS537548,Illumina,ERS537548,ERP006678,oral sample from China,BGI,
ERR589662,SZAXPI018319-21,WGS,180,5719812873,PRJEB6997,SAMEA2738019,4933966105,BGI,2045,public,"fastq,sra","s3,ncbi,gs,ena","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547657,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018319-21,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738019,ERS537549,Illumina,ERS537549,ERP006678,oral sample from China,BGI,
ERR589664,SZAXPI018321-23,WGS,185,6055715791,PRJEB6997,SAMEA2738021,5182406758,BGI,2043,public,"sra,fastq","gs,s3,ena,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547659,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018321-23,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738021,ERS537551,Illumina,ERS537551,ERP006678,oral sample from China,BGI,
ERR589669,SZAXPI018350-15,WGS,191,3925013229,PRJEB6997,SAMEA2738116,3244151195,BGI,2170,public,"sra,fastq","gs,ena,s3,ncbi","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547664,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:15Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018350-15,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738116,ERS537646,Illumina,ERS537646,ERP006678,oral sample from China,BGI,
ERR589675,SZAXPI018356-21,WGS,191,4481827573,PRJEB6997,SAMEA2738122,3667503896,BGI,2167,public,"sra,fastq","ena,s3,ncbi,gs","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547670,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018356-21,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738122,ERS537652,Illumina,ERS537652,ERP006678,oral sample from China,BGI,
ERR589693,SZAXPI018402-62,WGS,195,5942844197,PRJEB6997,SAMEA2738140,4631867424,BGI,2205,public,"fastq,sra","ena,gs,ncbi,s3","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547688,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:57:58Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018402-62,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738140,ERS537670,Illumina,ERS537670,ERP006678,oral sample from China,BGI,
ERR589701,SZAXPI018435-88,WGS,189,5068363121,PRJEB6997,SAMEA2738148,4281731443,BGI,2200,public,"sra,fastq","gs,ncbi,s3,ena","s3.us-east-1,gs.US,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547696,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018435-88,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738148,ERS537678,Illumina,ERS537678,ERP006678,oral sample from China,BGI,
ERR589710,SZAXPI018444-123,WGS,194,7065986237,PRJEB6997,SAMEA2738157,5707865125,BGI,2259,public,"sra,fastq","s3,ncbi,ena,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547705,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018444-123,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738157,ERS537687,Illumina,ERS537687,ERP006678,oral sample from China,BGI,
ERR589712,SZAXPI018446-133,WGS,195,5008202939,PRJEB6997,SAMEA2738159,3985203575,BGI,2244,public,"sra,fastq","ena,s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547707,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:53:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018446-133,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738159,ERS537689,Illumina,ERS537689,ERP006678,oral sample from China,BGI,
ERR589721,SZAXPI018484-16,WGS,195,4727465981,PRJEB6997,SAMEA2738168,3642209624,BGI,2184,public,"sra,fastq","ncbi,gs,ena,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547716,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018484-16,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738168,ERS537698,Illumina,ERS537698,ERP006678,oral sample from China,BGI,
ERR589725,SZAXPI018488-20,WGS,194,3927860476,PRJEB6997,SAMEA2738172,3135465657,BGI,2181,public,"sra,fastq","gs,s3,ena,ncbi","gs.US,s3.us-east-1,ena,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547720,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018488-20,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738172,ERS537702,Illumina,ERS537702,ERP006678,oral sample from China,BGI,
ERR589729,SZAXPI018492-24,WGS,192,5602811214,PRJEB6997,SAMEA2738176,4558423817,BGI,2177,public,"sra,fastq","ena,ncbi,gs,s3","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547724,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018492-24,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738176,ERS537706,Illumina,ERS537706,ERP006678,oral sample from China,BGI,
ERR589730,SZAXPI018493-25,WGS,193,6212630960,PRJEB6997,SAMEA2738177,5112633872,BGI,2176,public,"sra,fastq","ena,ncbi,s3,gs","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547725,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018493-25,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738177,ERS537707,Illumina,ERS537707,ERP006678,oral sample from China,BGI,
ERR589732,SZAXPI019811-15,WGS,197,6998164249,PRJEB6997,SAMEA2737737,5144690014,BGI,2012,public,"sra,fastq","s3,gs,ena,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547727,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:42:48Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019811-15,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737737,ERS537267,Illumina,ERS537267,ERP006678,Stool sample from China,BGI,
ERR589750,SZAXPI019831-39,WGS,194,4980232555,PRJEB6997,SAMEA2737755,3985221670,BGI,2012,public,"fastq,sra","ena,ncbi,s3,gs","ena,gs.US,s3.us-east-1,ncbi.public",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547745,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:57:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019831-39,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737755,ERS537285,Illumina,ERS537285,ERP006678,Stool sample from China,BGI,
ERR589751,SZAXPI019832-40,WGS,197,5666833018,PRJEB6997,SAMEA2737756,4103298144,BGI,2012,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547746,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:57:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019832-40,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737756,ERS537286,Illumina,ERS537286,ERP006678,Stool sample from China,BGI,
ERR589754,SZAXPI019835-45,WGS,194,5250960162,PRJEB6997,SAMEA2737759,4267732595,BGI,2012,public,"sra,fastq","ena,gs,s3,ncbi","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547749,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:57Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019835-45,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737759,ERS537289,Illumina,ERS537289,ERP006678,Stool sample from China,BGI,
ERR589757,SZAXPI019838-56,WGS,194,6849277323,PRJEB6997,SAMEA2737762,5577608725,BGI,2012,public,"fastq,sra","ena,s3,ncbi,gs","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547752,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:03:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019838-56,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737762,ERS537292,Illumina,ERS537292,ERP006678,Stool sample from China,BGI,
ERR589765,SZAXPI019847-90,WGS,194,5965715612,PRJEB6997,SAMEA2737770,4865440969,BGI,2012,public,"sra,fastq","ncbi,gs,s3,ena","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547760,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:57Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019847-90,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737770,ERS537300,Illumina,ERS537300,ERP006678,Stool sample from China,BGI,
ERR589766,SZAXPI019848-93,WGS,193,5609534112,PRJEB6997,SAMEA2737771,4603999440,BGI,2012,public,"fastq,sra","ena,ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547761,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019848-93,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737771,ERS537301,Illumina,ERS537301,ERP006678,Stool sample from China,BGI,
ERR589772,SZAXPI019854-111,WGS,196,6267327411,PRJEB6997,SAMEA2737777,4681097350,BGI,2012,public,"fastq,sra","gs,s3,ena,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547767,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:42:49Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019854-111,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737777,ERS537307,Illumina,ERS537307,ERP006678,Stool sample from China,BGI,
ERR589774,SZAXPI019856-123,WGS,197,6787704160,PRJEB6997,SAMEA2737779,4899911453,BGI,2012,public,"sra,fastq","ena,s3,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547769,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:42:49Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019856-123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737779,ERS537309,Illumina,ERS537309,ERP006678,Stool sample from China,BGI,
ERR589777,SZAXPI019859-136,WGS,197,5761916730,PRJEB6997,SAMEA2737782,4164897486,BGI,2012,public,"sra,fastq","ena,ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547772,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:03:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019859-136,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737782,ERS537312,Illumina,ERS537312,ERP006678,Stool sample from China,BGI,
ERR589782,SZAXPI019864-169,WGS,196,7986114149,PRJEB6997,SAMEA2737787,6052051593,BGI,2012,public,"sra,fastq","ncbi,s3,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547777,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:03:35Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019864-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737787,ERS537317,Illumina,ERS537317,ERP006678,Stool sample from China,BGI,
